Rang,Etablissement,Commune,Note,Filière,Texte
5,Blaise Pascal,Orsay,"16,9",MP,"{'ENS Paris-Saclay': 1, 'Ecole polytechnique': 5, 'Mines Paris': 3, 'CentraleSupélec': 5, 'Ponts ParisTech': 3, 'Télécom Paris': 5, 'Ensta Paris': 4, 'Ecole centrale de Lyon': 2, 'Ensae': 1, 'Centrale Nantes': 1, 'Ecole centrale de Lille': 1, 'IMT Atlantique': 1, 'Télécom SudParis': 2, 'ESTP': 1}"
6,Le Parc,Lyon 6e,"16,8",MP,"{'ENS Ulm': 2, 'ENS de Lyon': 3, 'ENS Paris-Saclay': 2, 'ENS Rennes': 2, 'Ecole polytechnique': 10, 'Mines Paris': 7, 'CentraleSupélec': 11, 'Ponts ParisTech': 1, 'Télécom Paris': 3, 'Ecole centrale de Lyon': 2, 'Isae-Supaero': 2, 'Ensae': 1, 'Ecole centrale de Lille': 3, 'IMT Atlantique': 1, 'Mines Nancy': 1, 'Ensimag': 3, 'ESTP': 1, 'Ensta Bretagne': 3, 'Centrale Méditerranée': 3, ""Ecole de l'Air et de l'Espace"": 1}"
7,Stanislas,Paris 6e,"16,4",MP,"{'Ecole polytechnique': 6, 'Mines Paris': 5, 'CentraleSupélec': 20, 'Ponts ParisTech': 3, 'Télécom Paris': 3, 'Ensta Paris': 1, 'Ecole centrale de Lyon': 2, 'Isae-Supaero': 1, 'Ensae': 1, 'Centrale Nantes': 3, 'Arts et Métiers': 1, 'ESTP': 1, 'Ensta Bretagne': 1, 'Centrale Méditerranée': 1}"
8,Hoche,Versailles,"16,2",MP,"{'ENS Ulm': 1, 'ENS de Lyon': 1, 'ENS Paris-Saclay': 1, 'ENS Rennes': 1, 'Ecole polytechnique': 7, 'Mines Paris': 3, 'CentraleSupélec': 12, 'Ponts ParisTech': 1, 'Télécom Paris': 4, 'Ensta Paris': 1, 'Ecole centrale de Lyon': 3, 'Isae-Supaero': 3, 'Ensae': 3, 'Centrale Nantes': 1, 'Ecole centrale de Lille': 2, 'IMT Atlantique': 3, 'Mines Nancy': 1, 'Mines Saint-Etienne (via concours Mines-Ponts)': 1, 'Ensimag': 3, 'Enseeiht': 1, 'Télécom SudParis': 3, 'ESTP': 1, 'Centrale Méditerranée': 1, 'AgroParisTech': 1}"
9,Saint-Louis,Paris 6e,"15,2",MP,"{'ENS Ulm': 6, 'ENS de Lyon': 2, 'ENS Paris-Saclay': 4, 'Ecole polytechnique': 7, 'Mines Paris': 2, 'CentraleSupélec': 12, 'Ponts ParisTech': 7, 'Télécom Paris': 3, 'Ensta Paris': 2, 'Ecole centrale de Lyon': 5, 'Ensae': 3, 'Centrale Nantes': 3, 'Ecole centrale de Lille': 6, 'IMT Atlantique': 1, 'Mines Nancy': 2, 'Ensimag': 2, 'Phelma': 3, 'Télécom SudParis': 5, 'Arts et Métiers': 2, 'Ensta Bretagne': 1, 'Centrale Méditerranée': 2}"
10,Marcelin Berthelot,Saint-Maur-des-Fossés,"15,1",MP,"{'ENS de Lyon': 2, 'ENS Paris-Saclay': 1, 'Ecole polytechnique': 2, 'Mines Paris': 2, 'CentraleSupélec': 11, 'Ponts ParisTech': 1, 'Télécom Paris': 4, 'Ensta Paris': 2, 'Ecole centrale de Lyon': 1, 'Isae-Supaero': 1, 'Centrale Nantes': 2, 'Ecole centrale de Lille': 1, 'IMT Atlantique': 3, 'Mines Nancy': 1, 'Ensimag': 1, 'Phelma': 3, 'Télécom SudParis': 4, 'Arts et Métiers': 1, 'Centrale Méditerranée': 3}"
11,Louis Pasteur,Neuilly-sur-Seine,"14,8",MP,"{'ENS de Lyon': 2, 'ENS Rennes': 1, 'Ecole polytechnique': 5, 'Mines Paris': 3, 'CentraleSupélec': 12, 'Ponts ParisTech': 3, 'Télécom Paris': 1, 'Ensta Paris': 2, 'Ecole centrale de Lyon': 1, 'Centrale Nantes': 5, 'Ecole centrale de Lille': 3, 'IMT Atlantique': 1, 'Mines Nancy': 1, 'Mines Saint-Etienne (via concours Mines-Ponts)': 1, 'Enseeiht': 1, 'Télécom SudParis': 2, 'Arts et Métiers': 2, 'Ensta Bretagne': 2, 'Centrale Méditerranée': 4}"
11,Michelet,Vanves,"14,8",MP,"{'ENS Paris-Saclay': 1, 'Ecole polytechnique': 1, 'CentraleSupélec': 4, 'Ponts ParisTech': 3, 'Télécom Paris': 2, 'Ensta Paris': 6, 'Isae-Supaero': 1, 'Ecole centrale de Lille': 3, 'IMT Atlantique': 2, 'Mines Nancy': 2, 'Phelma': 1, 'Ensta Bretagne': 2}"
13,Pierre de Fermat,Toulouse,"14,6",MP,"{'ENS Ulm': 2, 'ENS Paris-Saclay': 1, 'ENS Rennes': 1, 'Ecole polytechnique': 6, 'Mines Paris': 1, 'CentraleSupélec': 3, 'Ponts ParisTech': 2, 'Ensta Paris': 5, 'Ecole centrale de Lyon': 5, 'Isae-Supaero': 4, 'Ensae': 3, 'Centrale Nantes': 10, 'Ecole centrale de Lille': 1, 'IMT Atlantique': 4, 'Mines Nancy': 1, 'Enac': 1, 'Enseeiht': 3, 'Centrale Méditerranée': 2}"
14,EMC2 Hadamard,Paris 5e,"13,9",MP,"{'Ecole polytechnique': 1, 'Mines Paris': 1, 'Ponts ParisTech': 1, 'Ensta Paris': 1, 'Ensae': 2, 'Ecole centrale de Lille': 1, 'Mines Nancy': 1, 'Mines Saint-Etienne (via concours Mines-Ponts)': 1, 'Télécom SudParis': 2, 'ESTP': 3, 'Centrale Méditerranée': 2}"
15,Joffre,Montpellier,"13,8",MP,"{'ENS Ulm': 1, 'Ecole polytechnique': 2, 'Mines Paris': 1, 'CentraleSupélec': 13, 'Ponts ParisTech': 2, 'Télécom Paris': 4, 'Ensta Paris': 1, 'Ecole centrale de Lyon': 5, 'Isae-Supaero': 2, 'Ensae': 1, 'ESPCI': 1, 'Centrale Nantes': 5, 'IMT Atlantique': 1, 'Ensimag': 1, 'Phelma': 5, 'Enseeiht': 1, 'Télécom SudParis': 1, 'ESTP': 1, 'Centrale Méditerranée': 4}"
16,Clemenceau,Nantes,"13,7",MP,"{'ENS Ulm': 1, 'Ecole polytechnique': 1, 'CentraleSupélec': 1, 'Ponts ParisTech': 3, 'Télécom Paris': 3, 'Ensta Paris': 5, 'Ecole centrale de Lyon': 1, 'Isae-Supaero': 2, 'Ensae': 1, 'Centrale Nantes': 6, 'Ecole centrale de Lille': 1, 'IMT Atlantique': 5, 'Mines Nancy': 2, 'Ensimag': 3, 'Enseeiht': 2, 'ESTP': 3, 'Ensta Bretagne': 2, 'Centrale Méditerranée': 1, 'Ecole Navale': 1, ""Ecole de l'Air et de l'Espace"": 1}"
16,La Martinière Monplaisir,Lyon 8e,"13,7",MP,"{'ENS Ulm': 2, 'ENS de Lyon': 1, 'Ecole polytechnique': 2, 'CentraleSupélec': 2, 'Télécom Paris': 2, 'Ensta Paris': 3, 'Ecole centrale de Lyon': 1, 'Isae-Supaero': 2, 'Centrale Nantes': 1, 'Ecole centrale de Lille': 1, 'IMT Atlantique': 3, 'Mines Saint-Etienne (via concours Mines-Ponts)': 1, 'Enac': 1, 'Phelma': 3, 'Enseeiht': 2, 'Arts et Métiers': 1, 'ESTP': 1, 'Ensta Bretagne': 2, 'Centrale Méditerranée': 2}"
18,Thiers,Marseille 1er,"13,6",MP,"{'ENS de Lyon': 1, 'ENS Rennes': 1, 'Ecole polytechnique': 3, 'CentraleSupélec': 4, 'Télécom Paris': 1, 'Ensta Paris': 1, 'Ecole centrale de Lyon': 2, 'Isae-Supaero': 5, 'Ensae': 1, 'Centrale Nantes': 4, 'Ecole centrale de Lille': 3, 'Mines Saint-Etienne (via concours Mines-Ponts)': 1, 'Enac': 2, 'Ensimag': 2, 'Phelma': 2, 'Enseeiht': 1, 'Télécom SudParis': 4, 'Arts et Métiers': 1, 'Centrale Méditerranée': 1}"
19,Janson de Sailly,Paris 16e,"13,5",MP,"{'ENS de Lyon': 1, 'ENS Paris-Saclay': 2, 'ENS Rennes': 1, 'Ecole polytechnique': 2, 'Mines Paris': 2, 'CentraleSupélec': 6, 'Ponts ParisTech': 2, 'Télécom Paris': 3, 'Ensta Paris': 5, 'Ecole centrale de Lyon': 5, 'Isae-Supaero': 1, 'Ensae': 3, 'Centrale Nantes': 3, 'Ecole centrale de Lille': 4, 'IMT Atlantique': 1, 'Mines Saint-Etienne (via concours Mines-Ponts)': 1, 'Enac': 1, 'Ensimag': 2, 'Phelma': 1, 'Enseeiht': 2, 'Télécom SudParis': 5, 'Arts et Métiers': 3, 'ESTP': 1, 'Centrale Méditerranée': 1}"
20,Sainte-Marie,Antony,"13,4",MP,"{'CentraleSupélec': 1, 'Ponts ParisTech': 1, 'Télécom Paris': 1, 'Ecole centrale de Lyon': 3, 'Isae-Supaero': 1, 'Centrale Nantes': 1, 'Mines Nancy': 1, 'Mines Saint-Etienne (via concours Mines-Ponts)': 1, 'Ensimag': 1, 'Phelma': 1, 'Télécom SudParis': 1, 'ESTP': 2, 'Centrale Méditerranée': 2, 'ESM Saint-Cyr': 1}"
21,Faidherbe,Lille,"13,3",MP,"{'ENS Ulm': 1, 'Ecole polytechnique': 4, 'CentraleSupélec': 7, 'Ecole centrale de Lyon': 5, 'Isae-Supaero': 2, 'Ensae': 1, 'Centrale Nantes': 3, 'Ecole centrale de Lille': 2, 'Mines Nancy': 2, 'Phelma': 1, 'Télécom SudParis': 1, 'ESTP': 2, 'Ensta Bretagne': 3, 'Centrale Méditerranée': 4}"
21,Montaigne,Bordeaux,"13,3",MP,"{'ENS de Lyon': 1, 'ENS Paris-Saclay': 1, 'ENS Rennes': 1, 'Ecole polytechnique': 2, 'Mines Paris': 3, 'CentraleSupélec': 4, 'Ensta Paris': 1, 'Ecole centrale de Lyon': 5, 'Centrale Nantes': 2, 'Ecole centrale de Lille': 2, 'IMT Atlantique': 2, 'Phelma': 2, 'Enseeiht': 1, 'ESTP': 1, 'Centrale Méditerranée': 3, 'Ecole Navale': 1}"
23,Masséna,Nice,"13,1",MP,"{'ENS de Lyon': 1, 'Mines Paris': 1, 'CentraleSupélec': 3, 'Ponts ParisTech': 1, 'Ensta Paris': 5, 'Ecole centrale de Lyon': 5, 'Isae-Supaero': 3, 'Ensae': 2, 'Centrale Nantes': 1, 'Ecole centrale de Lille': 1, 'IMT Atlantique': 2, 'Mines Nancy': 1, 'Enac': 3, 'Enseeiht': 1, 'Télécom SudParis': 4, 'Arts et Métiers': 1, 'ESTP': 1, 'Ensta Bretagne': 2, 'Centrale Méditerranée': 4, 'ESM Saint-Cyr': 1}"
24,Lakanal,Sceaux,13,MP,"{'CentraleSupélec': 2, 'Ponts ParisTech': 1, 'Télécom Paris': 1, 'Ecole centrale de Lyon': 2, 'Isae-Supaero': 1, 'Ecole centrale de Lille': 1, 'IMT Atlantique': 1, 'Mines Nancy': 1, 'Ensimag': 1, 'Enseeiht': 2, 'ESTP': 1, 'Centrale Méditerranée': 4, 'ESM Saint-Cyr': 1}"
25,Fénelon Sainte-Marie,Paris 8e,"12,9",MP,"{'CentraleSupélec': 1, 'Ponts ParisTech': 2, 'Ecole centrale de Lyon': 3, 'Ecole centrale de Lille': 1, 'Ensimag': 2, 'Phelma': 1, 'Enseeiht': 1, 'Télécom SudParis': 1, 'Arts et Métiers': 1, 'ESTP': 4, 'Centrale Méditerranée': 2, 'Ecole Navale': 1}"
25,Jeanne d'Albret,Saint-Germain-en-Laye,"12,9",MP,"{'Ecole polytechnique': 1, 'CentraleSupélec': 2, 'Télécom Paris': 1, 'Ecole centrale de Lyon': 1, 'Centrale Nantes': 1, 'Ecole centrale de Lille': 1, 'Mines Saint-Etienne (via concours Mines-Ponts)': 1, 'Ensimag': 1, 'Télécom SudParis': 2}"
27,Chateaubriand,Rennes,"12,8",MP,"{'ENS de Lyon': 3, 'CentraleSupélec': 10, 'Télécom Paris': 1, 'Ensta Paris': 1, 'Ecole centrale de Lyon': 4, 'Isae-Supaero': 2, 'ESPCI': 1, 'Centrale Nantes': 7, 'IMT Atlantique': 1, 'Mines Nancy': 1, 'Ensimag': 2, 'Enseeiht': 1, 'Télécom SudParis': 1, 'Arts et Métiers': 1, 'Ensta Bretagne': 4, 'Centrale Méditerranée': 6}"
27,Claude Fauriel,Saint-Etienne,"12,8",MP,"{'CentraleSupélec': 2, 'Ponts ParisTech': 3, 'Ecole centrale de Lyon': 1, 'Centrale Nantes': 1, 'Ecole centrale de Lille': 1, 'Mines Saint-Etienne (via concours Mines-Ponts)': 2, 'Ensimag': 2, 'Phelma': 1}"
29,Henri Poincaré,Nancy,"12,7",MP,"{'Ecole polytechnique': 2, 'Mines Paris': 1, 'CentraleSupélec': 3, 'Ponts ParisTech': 1, 'Télécom Paris': 3, 'Ecole centrale de Lyon': 5, 'Isae-Supaero': 1, 'Centrale Nantes': 1, 'Ensimag': 1, 'Arts et Métiers': 2, 'Centrale Méditerranée': 3}"
30,Pierre Corneille,Rouen,"12,5",MP,"{'ENS Ulm': 1, 'ENS de Lyon': 1, 'ENS Paris-Saclay': 1, 'Ecole polytechnique': 1, 'CentraleSupélec': 3, 'Télécom Paris': 3, 'Ecole centrale de Lyon': 6, 'Isae-Supaero': 1, 'Ensae': 1, 'Centrale Nantes': 1, 'Ecole centrale de Lille': 3, 'IMT Atlantique': 1, 'Mines Nancy': 1, 'Enseeiht': 2, 'Télécom SudParis': 1, 'Arts et Métiers': 1, 'ESTP': 1, 'Centrale Méditerranée': 2}"
31,Charlemagne,Paris 4e,"12,4",MP,"{'Ecole polytechnique': 1, 'CentraleSupélec': 5, 'Ponts ParisTech': 1, 'Ecole centrale de Lyon': 4, 'Isae-Supaero': 1, 'Ensae': 1, 'Centrale Nantes': 2, 'Ecole centrale de Lille': 3, 'IMT Atlantique': 2, 'Ensimag': 2, 'Télécom SudParis': 2, 'Arts et Métiers': 1, 'ESTP': 3, 'Ensta Bretagne': 2}"
32,Champollion,Grenoble,"12,3",MP,"{'Ecole polytechnique': 1, 'CentraleSupélec': 3, 'Ponts ParisTech': 1, 'Ecole centrale de Lyon': 7, 'Isae-Supaero': 2, 'Ensae': 2, 'ESPCI': 1, 'Centrale Nantes': 7, 'Ecole centrale de Lille': 1, 'IMT Atlantique': 1, 'Mines Nancy': 2, 'Enac': 1, 'Ensimag': 4, 'Phelma': 2, 'Télécom SudParis': 1, 'Ensta Bretagne': 2, 'Centrale Méditerranée': 7}"
33,Blaise Pascal,Clermont-Ferrand,"12,2",MP,"{'ENS Ulm': 1, 'ENS Paris-Saclay': 1, 'Ecole polytechnique': 1, 'CentraleSupélec': 3, 'Ponts ParisTech': 1, 'Télécom Paris': 2, 'Ecole centrale de Lyon': 1, 'Ensae': 1, 'Centrale Nantes': 2, 'Ecole centrale de Lille': 2, 'Mines Nancy': 2, 'Phelma': 1, 'Télécom SudParis': 1, 'Arts et Métiers': 1, 'Ensta Bretagne': 1, 'Centrale Méditerranée': 3}"
33,La Borde Basse,Castres,"12,2",MP,"{'CentraleSupélec': 2, 'Isae-Supaero': 1, 'Ecole centrale de Lille': 1, 'IMT Atlantique': 2, 'Ensimag': 2, 'Télécom SudParis': 1}"
33,Stanislas,Cannes,"12,2",MP,"{'CentraleSupélec': 2, 'Ecole centrale de Lille': 3, 'Ensimag': 1, 'Enseeiht': 2, 'ESTP': 1, 'Centrale Méditerranée': 2}"
36,Condorcet,Paris 9e,"12,1",MP,"{'CentraleSupélec': 5, 'Ponts ParisTech': 1, 'Télécom Paris': 1, 'Ensta Paris': 1, 'Ecole centrale de Lyon': 2, 'Ensae': 1, 'Centrale Nantes': 3, 'Ecole centrale de Lille': 4, 'IMT Atlantique': 2, 'Mines Nancy': 1, 'Phelma': 1, 'Enseeiht': 2, 'Télécom SudParis': 3, 'Arts et Métiers': 4, 'ESTP': 2, 'Centrale Méditerranée': 1}"
36,Descartes,Tours,"12,1",MP,"{'ENS Paris-Saclay': 1, 'Mines Paris': 1, 'CentraleSupélec': 4, 'Ecole centrale de Lyon': 4, 'Centrale Nantes': 2, 'IMT Atlantique': 1, 'Mines Saint-Etienne (via concours Mines-Ponts)': 1, 'Ensimag': 2, 'Phelma': 1, 'Enseeiht': 1, 'Télécom SudParis': 1, 'ESTP': 1, 'Ensta Bretagne': 1, 'Centrale Méditerranée': 1, ""Ecole de l'Air et de l'Espace"": 2}"
38,Berthollet,Annecy,12,MP,"{'CentraleSupélec': 4, 'Ponts ParisTech': 1, 'Télécom Paris': 1, 'Ecole centrale de Lyon': 6, 'Isae-Supaero': 1, 'Ensae': 1, 'Centrale Nantes': 1, 'Ecole centrale de Lille': 1, 'Phelma': 1, 'Enseeiht': 1, 'Télécom SudParis': 1, 'Ecole Navale': 1}"
38,Chaptal,Paris 8e,12,MP,"{'CentraleSupélec': 5, 'Télécom Paris': 1, 'Ensta Paris': 1, 'Ecole centrale de Lyon': 1, 'Ensae': 1, 'Centrale Nantes': 2, 'Ecole centrale de Lille': 3, 'Mines Saint-Etienne (via concours Mines-Ponts)': 1, 'Phelma': 1, 'Enseeiht': 3, 'Télécom SudParis': 4, 'ESTP': 4, 'Ensta Bretagne': 1, 'Centrale Méditerranée': 1}"
40,Henri Bergson,Angers,"11,9",MP,"{'Ponts ParisTech': 1, 'Isae-Supaero': 2, 'Centrale Nantes': 3, 'Mines Nancy': 1, 'Ensimag': 1, 'Enseeiht': 1, 'ESTP': 1}"
41,Kléber,Strasbourg,"11,8",MP,"{'Ecole polytechnique': 1, 'CentraleSupélec': 3, 'Télécom Paris': 2, 'Ecole centrale de Lyon': 3, 'Isae-Supaero': 4, 'Ensae': 1, 'Centrale Nantes': 1, 'Ecole centrale de Lille': 3, 'IMT Atlantique': 3, 'Mines Nancy': 6, 'Mines Saint-Etienne (via concours Mines-Ponts)': 1, 'Enac': 1, 'Ensimag': 1, 'Phelma': 3, 'Enseeiht': 1, 'Télécom SudParis': 2, 'Arts et Métiers': 4, 'Ensta Bretagne': 3, 'Ecole Navale': 1}"
42,Buffon,Paris 15e,"11,7",MP,"{'Ensta Paris': 1, 'Ensae': 1, 'Centrale Nantes': 3, 'Ecole centrale de Lille': 1, 'Mines Nancy': 1, 'Télécom SudParis': 1}"
42,Gay-Lussac,Limoges,"11,7",MP,"{'CentraleSupélec': 1, 'Télécom Paris': 1, 'Isae-Supaero': 1, 'Ensae': 1, 'Ecole centrale de Lille': 1, 'Télécom SudParis': 2, 'Ensta Bretagne': 1, 'Centrale Méditerranée': 2}"
42,Victor Hugo,Besançon,"11,7",MP,"{'CentraleSupélec': 2, 'Ponts ParisTech': 1, 'Isae-Supaero': 1, 'Centrale Nantes': 1, 'Mines Nancy': 1, 'Enac': 1, 'ESTP': 2, 'Ensta Bretagne': 1, 'Centrale Méditerranée': 1}"
45,Camille Jullian,Bordeaux,"11,6",MP,"{'Isae-Supaero': 1, 'Ensae': 1, 'Centrale Nantes': 1, 'IMT Atlantique': 2, 'Mines Saint-Etienne (via concours Mines-Ponts)': 1, 'Enac': 2, 'Ensimag': 1, 'Enseeiht': 2, 'Télécom SudParis': 1, 'Centrale Méditerranée': 1}"
45,Fabert,Metz,"11,6",MP,"{'ENS de Lyon': 1, 'Mines Paris': 1, 'Ponts ParisTech': 1, 'Ensae': 1, 'Ecole centrale de Lille': 3, 'IMT Atlantique': 2, 'Mines Nancy': 1, 'Enac': 1, 'Phelma': 1, 'Enseeiht': 4, 'Télécom SudParis': 4, 'ESTP': 2, 'Ensta Bretagne': 1, 'Ecole Navale': 1}"
45,Paul Cézanne,Aix-en-Provence,"11,6",MP,"{'Ensta Paris': 1, 'Ecole centrale de Lyon': 3, 'Ecole centrale de Lille': 1, 'Mines Nancy': 1, 'Ensimag': 1, 'Enseeiht': 1, 'Centrale Méditerranée': 2}"
45,Saint-Stanislas,Nantes,"11,6",MP,"{'Télécom Paris': 1, 'Ensae': 1, 'Centrale Nantes': 2, 'Ecole centrale de Lille': 1, 'IMT Atlantique': 1, 'Ensimag': 1, 'Phelma': 2, 'Arts et Métiers': 1, 'Ensta Bretagne': 1, 'Centrale Méditerranée': 1, 'Ecole Navale': 1}"
45,Victor Grignard,Cherbourg-en-Cotentin,"11,6",MP,"{'ENS Rennes': 1, 'Ecole centrale de Lyon': 1, 'Ecole centrale de Lille': 1, 'IMT Atlantique': 2, 'Phelma': 2, 'Arts et Métiers': 2, 'Ensta Bretagne': 1, 'Centrale Méditerranée': 2, 'ESM Saint-Cyr': 1}"
50,Fénelon,Paris 6e,"11,5",MP,"{'CentraleSupélec': 2, 'Ponts ParisTech': 2, 'Télécom Paris': 1, 'Centrale Nantes': 4, 'IMT Atlantique': 1, 'Mines Saint-Etienne (via concours Mines-Ponts)': 2, 'Ensimag': 3, 'Phelma': 1, 'Enseeiht': 1, 'Télécom SudParis': 3, 'ESTP': 2, 'Ensta Bretagne': 2, 'Centrale Méditerranée': 1}"
51,Alphonse Daudet,Nîmes,"11,4",MP,"{'Télécom Paris': 1, 'Centrale Nantes': 1, 'Enac': 1, 'Ensimag': 1, 'Enseeiht': 1, 'Ensta Bretagne': 2, 'Centrale Méditerranée': 4}"
51,Carnot,Dijon,"11,4",MP,"{'ENS Paris-Saclay': 1, 'CentraleSupélec': 1, 'Ecole centrale de Lyon': 2, 'Isae-Supaero': 3, 'Ensae': 1, 'Centrale Nantes': 1, 'Mines Saint-Etienne (via concours Mines-Ponts)': 2, 'Enac': 1, 'Ensimag': 2, 'Phelma': 1, 'Arts et Métiers': 1, 'Centrale Méditerranée': 2}"
53,François Rabelais,Saint-Brieuc,"11,3",MP,"{'Ponts ParisTech': 1, 'Phelma': 1}"
53,Georges Clemenceau,Reims,"11,3",MP,"{'CentraleSupélec': 2, 'Ponts ParisTech': 1, 'Ecole centrale de Lyon': 1, 'Centrale Nantes': 1, 'Ecole centrale de Lille': 2, 'Enac': 2, 'Enseeiht': 1, 'Télécom SudParis': 2, 'Arts et Métiers': 1, 'Ensta Bretagne': 1, 'Centrale Méditerranée': 1}"
53,Lycée international de Valbonne,Sophia Antipolis,"11,3",MP,"{'Ensae': 1, 'Centrale Nantes': 1, 'Ecole centrale de Lille': 1, 'IMT Atlantique': 1, 'Enseeiht': 1, 'Télécom SudParis': 1, 'ESTP': 2, 'Centrale Méditerranée': 3}"
56,Bellevue,Toulouse,"11,2",MP,"{'Ecole centrale de Lyon': 2, 'Centrale Nantes': 1, 'IMT Atlantique': 2, 'Mines Saint-Etienne (via concours Mines-Ponts)': 1, 'Enac': 1, 'Télécom SudParis': 1, 'Ensta Bretagne': 1}"
56,François 1er,Le Havre,"11,2",MP,"{'CentraleSupélec': 1, 'IMT Atlantique': 1, 'Ensimag': 1, 'Enseeiht': 1, 'ESTP': 1}"
58,Albert Schweitzer,Le Raincy,"11,1",MP,"{'ENS Rennes': 1, 'Ponts ParisTech': 1, 'Ecole centrale de Lyon': 1, 'Ecole centrale de Lille': 1, 'Mines Nancy': 1, 'Enseeiht': 1, 'Télécom SudParis': 2}"
58,François Arago,Perpignan,"11,1",MP,"{'CentraleSupélec': 2, 'Télécom SudParis': 1}"
58,Jean-Baptiste Corot,Savigny-sur-Orge,"11,1",MP,"{'Ecole centrale de Lyon': 1, 'IMT Atlantique': 1, 'Mines Nancy': 1, 'Enac': 1, 'Télécom SudParis': 2, 'Ensta Bretagne': 1, 'Centrale Méditerranée': 1}"
58,La Fayette,Clermont-Ferrand,"11,1",MP,"{'Ponts ParisTech': 1, 'Ecole centrale de Lille': 1, 'Enac': 1}"
58,Malherbe,Caen,"11,1",MP,"{'ENS de Lyon': 1, 'Ecole polytechnique': 1, 'CentraleSupélec': 3, 'Ensta Paris': 1, 'Ecole centrale de Lyon': 2, 'Ensae': 1, 'Centrale Nantes': 1, 'Ecole centrale de Lille': 2, 'Mines Nancy': 1, 'Ensimag': 2, 'Phelma': 1, 'Arts et Métiers': 1, 'Centrale Méditerranée': 1}"
58,Vaugelas,Chambéry,"11,1",MP,"{'Ensimag': 2, 'Phelma': 3, 'ESTP': 1}"
64,Henri Wallon,Valenciennes,11,MP,"{'CentraleSupélec': 1, 'Centrale Nantes': 2, 'Ecole centrale de Lille': 1, 'IMT Atlantique': 2, 'Ensimag': 1, 'Phelma': 1, 'Enseeiht': 2, 'Télécom SudParis': 1, 'Centrale Méditerranée': 2, 'Ecole Navale': 1}"
64,Jacques Amyot,Melun,11,MP,"{'Centrale Nantes': 1, 'Télécom SudParis': 1, 'ESTP': 4, 'Ensta Bretagne': 2}"
64,La Pérouse - Kerichen,Brest,11,MP,"{'Mines Paris': 1, 'Ecole centrale de Lyon': 1, 'Centrale Nantes': 2, 'IMT Atlantique': 2, 'Ensimag': 1, 'Télécom SudParis': 1, 'Ensta Bretagne': 3, 'Centrale Méditerranée': 2}"
64,La Salle Saint-Charles,Saint-Pierre,11,MP,"{'Isae-Supaero': 2, 'Ecole centrale de Lille': 1, 'IMT Atlantique': 1, 'Enac': 1, 'Centrale Méditerranée': 3}"
68,François 1er,Fontainebleau,"10,9",MP,"{'Centrale Nantes': 1, 'Ecole centrale de Lille': 1, 'Ensimag': 1, 'Arts et Métiers': 2, 'Ensta Bretagne': 1, 'Centrale Méditerranée': 1}"
68,Paul Valéry,Paris 12e,"10,9",MP,"{'ESTP': 7, 'Centrale Méditerranée': 1}"
68,Pierre d'Ailly,Compiègne,"10,9",MP,"{'Ponts ParisTech': 1, 'Télécom SudParis': 1, 'ESTP': 1, 'Ecole Navale': 1}"
71,Camille Guérin,Poitiers,"10,8",MP,"{'Isae-Supaero': 2, 'IMT Atlantique': 3, 'Enac': 2, 'Ensimag': 1, 'Enseeiht': 1, 'Arts et Métiers': 1, 'ESTP': 1, 'Ensta Bretagne': 1, 'Centrale Méditerranée': 2}"
71,Jean Dautet,La Rochelle,"10,8",MP,"{'ENS Rennes': 1, 'Phelma': 1, 'Enseeiht': 1, 'ESTP': 1, ""Ecole de l'Air et de l'Espace"": 1}"
71,Jean Perrin,Lyon 9e,"10,8",MP,"{'Centrale Nantes': 1, 'Enac': 1, 'Arts et Métiers': 1, 'Centrale Méditerranée': 1}"
71,Montesquieu,Le Mans,"10,8",MP,"{'ESTP': 3, 'Centrale Méditerranée': 1}"
75,Alain-René Lesage,Vannes,"10,7",MP,"{'Centrale Nantes': 1, 'Ecole centrale de Lille': 1, 'Enac': 2, 'Enseeiht': 1, 'ESTP': 2, 'Ensta Bretagne': 1}"
75,Ferdinand Foch,Rodez,"10,7",MP,"{'Ecole centrale de Lyon': 1, 'Centrale Nantes': 1, 'Ecole centrale de Lille': 1}"
75,Louis Barthou,Pau,"10,7",MP,"{'Ecole centrale de Lille': 1, 'Phelma': 1, 'Enseeiht': 2}"
78,Baimbridge,Les Abymes,"10,6",MP,"{'Ensimag': 1, 'ESTP': 1, 'Centrale Méditerranée': 1}"
78,Louis Thuillier,Amiens,"10,6",MP,"{'Ensta Paris': 1, 'Centrale Nantes': 1, 'Télécom SudParis': 1, 'Ecole Navale': 1}"
78,Notre-Dame de la Merci,Montpellier,"10,6",MP,{'Enseeiht': 4}
78,Pothier,Orléans,"10,6",MP,"{'Isae-Supaero': 1, 'Mines Nancy': 1, 'Ensimag': 1, 'Enseeiht': 1, 'Télécom SudParis': 1, 'Arts et Métiers': 1, 'ESTP': 5, 'Ensta Bretagne': 1, 'Centrale Méditerranée': 3}"
82,Camille Pissarro,Pontoise,"10,5",MP,"{'Enac': 1, 'ESTP': 2}"
82,Chrestien de Troyes,Troyes,"10,5",MP,"{'Phelma': 1, 'Télécom SudParis': 1, 'Ensta Bretagne': 1, 'Ecole Navale': 1}"
82,Dupuy de Lôme,Lorient,"10,5",MP,"{'Ensimag': 1, 'Centrale Méditerranée': 1, ""Ecole de l'Air et de l'Espace"": 1}"
